,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW YORK_ACTION,PHILADELPHIA_SCORE,NEW YORK_SCORE
386,4,10:37.0,,M. Robinson makes 2-pt dunk from 2 ft (assist by L. Thomas),105,95
387,4,10:20.0,Turnover by J. Embiid (bad pass),,105,95
388,4,9:57.0,,A. Trier misses 2-pt jump shot from 19 ft,105,95
389,4,9:55.0,Defensive rebound by J. Simmons,,105,95
390,4,9:40.0,J. Embiid makes 2-pt layup from 2 ft (assist by J. Simmons),,107,95
391,4,9:39.0,,Turnover by K. Allen (lost ball; steal by B. Simmons),107,95
392,4,9:37.0,Turnover by B. Simmons (bad pass; steal by K. Allen),,107,95
393,4,9:30.0,,Shooting foul by J. Embiid (drawn by A. Trier),107,95
394,4,9:30.0,,A. Trier makes free throw 1 of 2,107,96
395,4,9:30.0,,A. Trier makes free throw 2 of 2,107,97
396,4,9:17.0,B. Simmons misses 2-pt jump shot from 13 ft,,107,97
397,4,9:15.0,,Defensive rebound by M. Robinson,107,97
398,4,8:56.0,,L. Kornet makes 2-pt layup from 1 ft (assist by A. Trier),107,99
399,4,8:36.0,J. Embiid makes 2-pt layup from 7 ft (assist by J. Redick),,109,99
400,4,8:36.0,Shooting foul by L. Kornet (drawn by J. Embiid),,109,99
401,4,8:36.0,,D. Dotson enters the game for A. Trier,109,99
402,4,8:36.0,J. Embiid misses free throw 1 of 1,,109,99
403,4,8:34.0,,Defensive rebound by L. Kornet,109,99
404,4,8:21.0,,K. Allen makes 2-pt jump shot from 8 ft,109,101
405,4,8:10.0,M. Scott misses 3-pt jump shot from 26 ft,,109,101
406,4,8:08.0,,Defensive rebound by L. Thomas,109,101
407,4,8:03.0,,Personal foul by J. Simmons (drawn by D. Dotson),109,101
408,4,8:03.0,J. Butler enters the game for J. Embiid,,109,101
409,4,8:03.0,T. Harris enters the game for J. Redick,,109,101
410,4,8:03.0,B. Marjanović enters the game for B. Simmons,,109,101
411,4,8:03.0,T. McConnell enters the game for J. Simmons,,109,101
412,4,7:56.0,,L. Kornet misses 3-pt jump shot from 25 ft,109,101
413,4,7:54.0,,Offensive rebound by M. Robinson,109,101
414,4,7:53.0,,M. Robinson misses 2-pt layup from 1 ft,109,101
415,4,7:51.0,Defensive rebound by B. Marjanović,,109,101
416,4,7:34.0,Shooting foul by L. Thomas (drawn by J. Butler),,109,101
417,4,7:34.0,J. Butler makes free throw 1 of 2,,110,101
418,4,7:34.0,J. Butler makes free throw 2 of 2,,111,101
419,4,7:34.0,,Away from play foul by M. Scott (drawn by K. Allen),111,101
420,4,7:34.0,,K. Allen makes free throw 1 of 1,111,102
421,4,7:24.0,,K. Allen misses 3-pt jump shot from 26 ft,111,102
422,4,7:22.0,Defensive rebound by B. Marjanović,,111,102
423,4,7:14.0,M. Scott misses 3-pt jump shot from 23 ft,,111,102
424,4,7:12.0,,Defensive rebound by K. Allen,111,102
425,4,6:58.0,,D. Dotson misses 3-pt jump shot from 25 ft,111,102
426,4,6:56.0,,Offensive rebound by Team,111,102
427,4,6:56.0,,New York full timeout,111,102
428,4,6:56.0,,K. Knox enters the game for L. Thomas,111,102
429,4,6:41.0,,L. Kornet makes 3-pt jump shot from 24 ft (assist by D. Dotson),111,105
430,4,6:24.0,M. Scott makes 3-pt jump shot from 26 ft (assist by T. McConnell),,114,105
431,4,5:58.0,,D. Dotson misses 2-pt layup from 2 ft,114,105
432,4,5:56.0,Defensive rebound by B. Marjanović,,114,105
433,4,5:48.0,T. McConnell misses 2-pt jump shot from 10 ft (block by M. Robinson),,114,105
434,4,5:46.0,Offensive rebound by B. Marjanović,,114,105
435,4,5:44.0,B. Marjanović misses 2-pt layup from 2 ft,,114,105
436,4,5:42.0,,Defensive rebound by L. Kornet,114,105
437,4,5:34.0,,K. Allen makes 2-pt layup from 2 ft,114,107
438,4,5:06.0,Turnover by T. McConnell (bad pass),,114,107
439,4,5:06.0,J. Embiid enters the game for B. Marjanović,,114,107
440,4,5:06.0,J. Redick enters the game for T. McConnell,,114,107
441,4,5:06.0,B. Simmons enters the game for M. Scott,,114,107
442,4,4:56.0,,K. Knox misses 3-pt jump shot from 25 ft,114,107
443,4,4:55.0,Defensive rebound by Team,,114,107
444,4,4:43.0,Personal foul by L. Kornet (drawn by J. Embiid),,114,107
445,4,4:36.0,T. Harris misses 3-pt jump shot from 23 ft,,114,107
446,4,4:34.0,,Defensive rebound by M. Robinson,114,107
447,4,4:21.0,,K. Allen misses 2-pt jump shot from 9 ft,114,107
448,4,4:19.0,Defensive rebound by J. Embiid,,114,107
449,4,4:12.0,Personal foul by D. Dotson (drawn by T. Harris),,114,107
450,4,4:12.0,T. Harris makes free throw 1 of 2,,115,107
451,4,4:12.0,,D. Smith enters the game for K. Allen,115,107
452,4,4:12.0,T. Harris makes free throw 2 of 2,,116,107
453,4,3:55.0,,Turnover by D. Smith (bad pass; steal by J. Butler),116,107
454,4,3:43.0,J. Butler misses 2-pt layup from 5 ft,,116,107
455,4,3:41.0,,Defensive rebound by L. Kornet,116,107
456,4,3:31.0,,Personal foul by J. Redick (drawn by D. Dotson),116,107
457,4,3:24.0,,K. Knox makes 2-pt layup from 2 ft,116,109
458,4,3:24.0,Philadelphia full timeout,,116,109
459,4,3:10.0,J. Embiid misses 2-pt layup from 1 ft (block by M. Robinson),,116,109
460,4,3:08.0,,Defensive rebound by M. Robinson,116,109
461,4,3:03.0,,D. Dotson misses 3-pt jump shot from 27 ft,116,109
462,4,3:01.0,Defensive rebound by J. Butler,,116,109
463,4,2:52.0,T. Harris makes 3-pt jump shot from 24 ft (assist by B. Simmons),,119,109
464,4,2:33.0,,L. Kornet misses 3-pt jump shot from 27 ft,119,109
465,4,2:31.0,Defensive rebound by J. Embiid,,119,109
466,4,2:18.0,Turnover by B. Simmons (bad pass; steal by D. Smith),,119,109
467,4,2:13.0,,D. Dotson misses 2-pt layup at rim,119,109
468,4,2:12.0,,Offensive rebound by Team,119,109
469,4,2:06.0,,Turnover by D. Smith (bad pass; steal by J. Butler),119,109
470,4,2:00.0,J. Redick misses 3-pt jump shot from 24 ft,,119,109
471,4,1:59.0,Offensive rebound by Team,,119,109
472,4,1:59.0,,Loose ball foul by K. Knox (drawn by J. Embiid),119,109
473,4,1:59.0,J. Embiid makes free throw 1 of 2,,120,109
474,4,1:59.0,J. Embiid makes free throw 2 of 2,,121,109
475,4,1:59.0,,New York full timeout,121,109
476,4,1:44.0,,L. Kornet misses 3-pt jump shot from 24 ft,121,109
477,4,1:42.0,,Offensive rebound by M. Robinson,121,109
478,4,1:42.0,,Personal foul by J. Embiid (drawn by M. Robinson),121,109
479,4,1:42.0,,M. Robinson misses free throw 1 of 2,121,109
480,4,1:42.0,,Offensive rebound by Team,121,109
481,4,1:42.0,,L. Thomas enters the game for L. Kornet,121,109
482,4,1:42.0,,M. Robinson misses free throw 2 of 2,121,109
483,4,1:40.0,Defensive rebound by J. Embiid,,121,109
484,4,1:25.0,J. Embiid misses 2-pt jump shot from 9 ft (block by M. Robinson),,121,109
485,4,1:24.0,Offensive rebound by Team,,121,109
486,4,1:24.0,Offensive foul by J. Embiid (drawn by L. Thomas),,121,109
487,4,1:24.0,Turnover by J. Embiid (offensive foul),,121,109
488,4,1:24.0,,L. Kornet enters the game for L. Thomas,121,109
489,4,1:19.0,,D. Smith misses 2-pt layup from 1 ft (block by J. Embiid),121,109
490,4,1:18.0,,Offensive rebound by M. Robinson,121,109
491,4,1:17.0,,M. Robinson makes 2-pt dunk from 1 ft,121,111
492,4,1:06.0,J. Butler makes 2-pt jump shot from 15 ft,,123,111
493,4,1:00.0,,D. Dotson misses 3-pt jump shot from 28 ft,123,111
494,4,0:57.0,Defensive rebound by J. Embiid,,123,111
495,4,0:41.0,T. Harris makes 3-pt jump shot from 23 ft (assist by J. Butler),,126,111
496,4,0:29.0,,L. Kornet misses 2-pt jump shot from 14 ft,126,111
497,4,0:27.0,,Offensive rebound by D. Dotson,126,111
498,4,0:17.0,,K. Knox misses 3-pt jump shot from 25 ft,126,111
499,4,0:15.0,Defensive rebound by T. Harris,,126,111
