,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DETROIT_ACTION,PHILADELPHIA_SCORE,DETROIT_SCORE
381,4,8:58.0,,Turnover by J. Calderón (bad pass; steal by B. Simmons),95,98
382,4,8:52.0,J. Redick misses 3-pt jump shot from 26 ft,,95,98
383,4,8:49.0,,Defensive rebound by Z. Pachulia,95,98
384,4,8:46.0,,Detroit full timeout,95,98
385,4,8:46.0,,A. Drummond enters the game for J. Calderón,95,98
386,4,8:46.0,,B. Griffin enters the game for J. Leuer,95,98
387,4,8:46.0,,R. Jackson enters the game for Z. Pachulia,95,98
388,4,8:36.0,,B. Griffin makes 2-pt layup from 3 ft,95,100
389,4,8:20.0,Personal foul by R. Jackson (drawn by J. Butler),,95,100
390,4,8:20.0,,B. Brown enters the game for L. Galloway,95,100
391,4,8:05.0,J. Butler misses 3-pt jump shot from 23 ft,,95,100
392,4,8:03.0,Offensive rebound by B. Simmons,,95,100
393,4,8:01.0,J. Butler misses 3-pt jump shot from 26 ft,,95,100
394,4,8:00.0,Offensive rebound by Team,,95,100
395,4,7:56.0,A. Johnson misses 2-pt jump shot from 10 ft,,95,100
396,4,7:52.0,,Defensive rebound by B. Griffin,95,100
397,4,7:51.0,,Personal foul by A. Johnson (drawn by B. Griffin),95,100
398,4,7:51.0,M. Muscala enters the game for A. Johnson,,95,100
399,4,7:40.0,,Turnover by B. Brown (bad pass; steal by M. Muscala),95,100
400,4,7:34.0,Personal foul by B. Griffin (drawn by J. Butler),,95,100
401,4,7:17.0,M. Muscala misses 2-pt layup from 6 ft,,95,100
402,4,7:12.0,Offensive rebound by J. Butler,,95,100
403,4,7:11.0,J. Butler makes 2-pt jump shot from 14 ft,,97,100
404,4,6:52.0,,R. Jackson misses 3-pt jump shot from 27 ft,97,100
405,4,6:52.0,,Offensive rebound by A. Drummond,97,100
406,4,6:49.0,,L. Kennard misses 3-pt jump shot from 29 ft,97,100
407,4,6:42.0,,Offensive rebound by A. Drummond,97,100
408,4,6:35.0,,A. Drummond misses 2-pt layup from 2 ft (block by W. Chandler),97,100
409,4,6:35.0,,Offensive rebound by Team,97,100
410,4,6:35.0,,Offensive foul by L. Kennard (drawn by B. Simmons),97,100
411,4,6:35.0,,Turnover by L. Kennard (offensive foul),97,100
412,4,6:35.0,Technical foul by D. Casey,,97,100
413,4,6:35.0,J. Redick makes technical free throw,,98,100
414,4,6:22.0,J. Redick makes 3-pt jump shot from 23 ft (assist by M. Muscala),,101,100
415,4,6:11.0,,A. Drummond misses 2-pt hook shot from 4 ft (block by B. Simmons),101,100
416,4,6:11.0,,Offensive rebound by Team,101,100
417,4,6:00.0,,B. Brown misses 3-pt jump shot from 25 ft,101,100
418,4,5:59.0,Defensive rebound by Team,,101,100
419,4,5:43.0,J. Butler makes 2-pt jump shot from 16 ft,,103,100
420,4,5:23.0,,B. Brown misses 2-pt dunk from 4 ft (block by M. Muscala),103,100
421,4,5:19.0,Defensive rebound by B. Simmons,,103,100
422,4,5:15.0,B. Simmons makes 2-pt dunk from 6 ft,,105,100
423,4,5:07.0,,Detroit full timeout,105,100
424,4,5:07.0,,L. Galloway enters the game for L. Kennard,105,100
425,4,5:00.0,,A. Drummond misses 2-pt dunk from 2 ft (block by B. Simmons),105,100
426,4,4:59.0,,Offensive rebound by A. Drummond,105,100
427,4,4:57.0,,A. Drummond misses 2-pt layup from 4 ft (block by W. Chandler),105,100
428,4,4:56.0,Defensive rebound by W. Chandler,,105,100
429,4,4:37.0,J. Butler misses 2-pt jump shot from 7 ft,,105,100
430,4,4:33.0,,Defensive rebound by B. Griffin,105,100
431,4,4:26.0,,R. Jackson misses 2-pt layup from 3 ft (block by M. Muscala),105,100
432,4,4:23.0,Defensive rebound by W. Chandler,,105,100
433,4,4:07.0,M. Muscala makes 3-pt jump shot from 28 ft (assist by J. Redick),,108,100
434,4,3:41.0,,R. Jackson misses 2-pt layup from 5 ft (block by M. Muscala),108,100
435,4,3:38.0,Defensive rebound by B. Simmons,,108,100
436,4,3:36.0,J. Butler misses 2-pt layup from 5 ft,,108,100
437,4,3:32.0,,Defensive rebound by B. Griffin,108,100
438,4,3:32.0,,Shooting foul by W. Chandler (drawn by A. Drummond),108,100
439,4,3:32.0,,A. Drummond makes free throw 1 of 2,108,101
440,4,3:32.0,,L. Kennard enters the game for B. Brown,108,101
441,4,3:32.0,Philadelphia full timeout,,108,101
442,4,3:32.0,,A. Drummond makes free throw 2 of 2,108,102
443,4,3:09.0,J. Redick makes 2-pt layup from 5 ft (assist by B. Simmons),,110,102
444,4,2:50.0,,Turnover by B. Griffin (lost ball; steal by J. Butler),110,102
445,4,2:46.0,Turnover by B. Simmons (bad pass; steal by R. Jackson),,110,102
446,4,2:40.0,,R. Jackson makes 2-pt jump shot from 5 ft,110,104
447,4,2:11.0,J. Redick misses 3-pt jump shot from 23 ft,,110,104
448,4,2:10.0,Offensive rebound by M. Muscala,,110,104
449,4,1:58.0,B. Simmons misses 2-pt jump shot from 15 ft,,110,104
450,4,1:53.0,Offensive rebound by W. Chandler,,110,104
451,4,1:53.0,Turnover by M. Muscala (step out of bounds),,110,104
452,4,1:48.0,,Offensive foul by B. Griffin (drawn by J. Butler),110,104
453,4,1:48.0,,Turnover by B. Griffin (offensive foul),110,104
454,4,1:36.0,Shooting foul by B. Griffin (drawn by J. Butler),,110,104
455,4,1:36.0,,Technical foul by B. Griffin,110,104
456,4,1:36.0,J. Redick makes technical free throw,,111,104
457,4,1:36.0,J. Butler makes free throw 1 of 2,,112,104
458,4,1:36.0,J. Butler makes free throw 2 of 2,,113,104
459,4,1:24.0,,B. Griffin misses 2-pt layup from 4 ft,113,104
460,4,1:23.0,,B. Griffin makes 2-pt layup at rim,113,106
461,4,1:23.0,,Offensive rebound by B. Griffin,113,106
462,4,1:06.0,M. Muscala misses 3-pt jump shot from 30 ft,,113,106
463,4,1:01.0,,Defensive rebound by R. Jackson,113,106
464,4,0:51.0,,R. Jackson misses 2-pt layup from 6 ft,113,106
465,4,0:47.0,,Offensive rebound by A. Drummond,113,106
466,4,0:47.0,,A. Drummond misses 2-pt layup at rim,113,106
467,4,0:47.0,Defensive rebound by B. Simmons,,113,106
468,4,0:31.0,J. Redick misses 3-pt jump shot from 29 ft,,113,106
469,4,0:27.0,,Defensive rebound by L. Galloway,113,106
470,4,0:24.0,,Personal foul by J. Redick (drawn by B. Griffin),113,106
471,4,0:24.0,,B. Griffin makes free throw 1 of 2,113,107
472,4,0:24.0,,B. Griffin misses free throw 2 of 2,113,107
473,4,0:22.0,Defensive rebound by J. Redick,,113,107
474,4,0:19.0,J. Butler makes 2-pt dunk from 3 ft (assist by J. Redick),,115,107
475,4,0:13.0,,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),115,109
476,4,0:13.0,Philadelphia full timeout,,115,109
477,4,0:13.0,,B. Brown enters the game for B. Griffin,115,109
478,4,0:10.0,Personal foul by L. Galloway (drawn by J. Butler),,115,109
479,4,0:10.0,J. Butler makes free throw 1 of 2,,116,109
480,4,0:10.0,,B. Griffin enters the game for B. Brown,116,109
481,4,0:10.0,J. Butler makes free throw 2 of 2,,117,109
482,4,0:10.0,,Detroit full timeout,117,109
483,4,0:08.0,,L. Galloway misses 3-pt jump shot from 23 ft,117,109
484,4,0:04.0,,Offensive rebound by L. Galloway,117,109
485,4,0:01.0,,L. Kennard misses 3-pt jump shot from 23 ft,117,109
486,4,0:00.0,,Offensive rebound by R. Jackson,117,109
487,4,0:00.0,,R. Jackson makes 2-pt layup at rim,117,111
