,QUARTER,TIME_REMAINING,MIAMI_ACTION,WASHINGTON_ACTION,MIAMI_SCORE,WASHINGTON_SCORE
392,3,1:30.0,D. Wade misses 3-pt jump shot from 26 ft,,85,87
393,3,1:25.0,,Defensive rebound by T. Satoranský,85,87
394,3,1:21.0,,Turnover by T. Satoranský (bad pass; steal by D. Wade),85,87
395,3,1:18.0,B. Adebayo misses 2-pt layup from 6 ft,,85,87
396,3,1:16.0,,Defensive rebound by K. Oubre,85,87
397,3,1:15.0,,K. Oubre misses 2-pt dunk from 3 ft,85,87
398,3,1:13.0,Defensive rebound by B. Adebayo,,85,87
399,3,1:01.0,Turnover by B. Adebayo (traveling),,85,87
400,3,0:40.0,,T. Satoranský makes 2-pt layup from 2 ft,85,89
401,3,0:34.0,D. Wade misses 2-pt jump shot from 12 ft,,85,89
402,3,0:31.0,,Defensive rebound by K. Oubre,85,89
403,3,0:11.0,,Offensive foul by J. Wall (drawn by K. Olynyk),85,89
404,3,0:11.0,,Turnover by J. Wall (offensive foul),85,89
405,3,0:11.0,,J. McRae enters the game for J. Wall,85,89
406,3,0:01.0,J. Richardson misses 2-pt jump shot from 15 ft,,85,89
407,3,0:01.0,Offensive rebound by Team,,85,89
408,4,11:48.0,,K. Oubre misses 2-pt layup from 4 ft (block by K. Olynyk),85,89
409,4,11:45.0,Defensive rebound by D. Wade,,85,89
410,4,11:37.0,D. Wade misses 2-pt layup from 4 ft (block by K. Oubre),,85,89
411,4,11:36.0,Offensive rebound by D. Wade,,85,89
412,4,11:34.0,D. Wade misses 2-pt layup from 1 ft,,85,89
413,4,11:33.0,,Defensive rebound by J. Green,85,89
414,4,11:31.0,,Turnover by J. Green (bad pass; steal by D. Wade),85,89
415,4,11:30.0,Personal foul by B. Beal (drawn by D. Wade),,85,89
416,4,11:30.0,,O. Porter enters the game for B. Beal,85,89
417,4,11:05.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by D. Wade),,88,89
418,4,10:37.0,,O. Porter makes 2-pt jump shot from 16 ft (assist by A. Rivers),88,91
419,4,10:22.0,K. Olynyk misses 2-pt layup from 3 ft (block by T. Satoranský),,88,91
420,4,10:20.0,,Defensive rebound by T. Satoranský,88,91
421,4,10:17.0,,J. Green makes 3-pt jump shot from 26 ft (assist by T. Satoranský),88,94
422,4,9:53.0,K. Olynyk makes 2-pt layup from 2 ft (assist by D. Wade),,90,94
423,4,9:31.0,,A. Rivers misses 3-pt jump shot from 26 ft,90,94
424,4,9:29.0,Defensive rebound by B. Adebayo,,90,94
425,4,9:19.0,J. Richardson makes 2-pt layup from 1 ft,,92,94
426,4,9:00.0,,O. Porter makes 2-pt layup from 3 ft (assist by A. Rivers),92,96
427,4,8:53.0,Personal foul by T. Satoranský (drawn by K. Olynyk),,92,96
428,4,8:44.0,J. Richardson misses 3-pt jump shot from 26 ft,,92,96
429,4,8:41.0,Offensive rebound by T. Johnson,,92,96
430,4,8:33.0,T. Johnson makes 2-pt layup from 1 ft (assist by K. Olynyk),,94,96
431,4,8:32.0,,Washington full timeout,94,96
432,4,8:32.0,D. Jones enters the game for B. Adebayo,,94,96
433,4,8:32.0,R. McGruder enters the game for D. Wade,,94,96
434,4,8:17.0,,J. Green misses 2-pt hook shot from 5 ft,94,96
435,4,8:14.0,,Offensive rebound by O. Porter,94,96
436,4,8:10.0,,K. Oubre misses 2-pt jump shot from 6 ft,94,96
437,4,8:08.0,,Offensive rebound by J. Green,94,96
438,4,8:07.0,,J. Green misses 2-pt layup from 3 ft (block by R. McGruder),94,96
439,4,8:07.0,,Offensive rebound by K. Oubre,94,96
440,4,8:07.0,,Shooting foul by D. Jones (drawn by K. Oubre),94,96
441,4,8:07.0,,K. Oubre misses free throw 1 of 2,94,96
442,4,8:07.0,,Offensive rebound by Team,94,96
443,4,8:07.0,,J. Wall enters the game for T. Satoranský,94,96
444,4,8:07.0,,K. Oubre makes free throw 2 of 2,94,97
445,4,7:51.0,J. Richardson misses 3-pt jump shot from 27 ft,,94,97
446,4,7:48.0,Offensive rebound by K. Olynyk,,94,97
447,4,7:46.0,D. Jones misses 2-pt layup from 6 ft (block by O. Porter),,94,97
448,4,7:39.0,Offensive rebound by R. McGruder,,94,97
449,4,7:38.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by R. McGruder),,97,97
450,4,7:22.0,,J. Green makes 3-pt jump shot from 24 ft (assist by J. Wall),97,100
451,4,6:59.0,D. Jones misses 3-pt jump shot from 26 ft,,97,100
452,4,6:57.0,,Defensive rebound by Team,97,100
453,4,6:44.0,,Personal foul by D. Jones (drawn by J. Wall),97,100
454,4,6:44.0,G. Dragić enters the game for D. Jones,,97,100
455,4,6:44.0,H. Whiteside enters the game for K. Olynyk,,97,100
456,4,6:44.0,,B. Beal enters the game for K. Oubre,97,100
457,4,6:38.0,,J. Wall misses 3-pt jump shot from 23 ft,97,100
458,4,6:34.0,Defensive rebound by H. Whiteside,,97,100
459,4,6:23.0,T. Johnson misses 2-pt layup from 7 ft,,97,100
460,4,6:23.0,Offensive rebound by H. Whiteside,,97,100
461,4,6:23.0,Shooting foul by J. Green (drawn by H. Whiteside),,97,100
462,4,6:23.0,H. Whiteside misses free throw 1 of 2,,97,100
463,4,6:23.0,Offensive rebound by Team,,97,100
464,4,6:23.0,H. Whiteside makes free throw 2 of 2,,98,100
465,4,6:13.0,,B. Beal misses 2-pt layup from 2 ft (block by H. Whiteside),98,100
466,4,6:09.0,Defensive rebound by R. McGruder,,98,100
467,4,6:05.0,J. Richardson makes 2-pt dunk from 2 ft (assist by R. McGruder),,100,100
468,4,5:38.0,,J. Wall makes 2-pt layup from 1 ft,100,102
469,4,5:28.0,Personal foul by A. Rivers (drawn by T. Johnson),,100,102
470,4,5:28.0,,M. Morris enters the game for A. Rivers,100,102
471,4,5:13.0,Turnover by Team (shot clock),,100,102
472,4,5:07.0,,J. Green makes 2-pt layup from 2 ft (assist by J. Wall),100,104
473,4,5:06.0,Miami full timeout,,100,104
474,4,4:55.0,T. Johnson misses 3-pt jump shot from 26 ft,,100,104
475,4,4:51.0,,Defensive rebound by O. Porter,100,104
476,4,4:40.0,,Turnover by J. Wall (bad pass; steal by T. Johnson),100,104
477,4,4:33.0,R. McGruder makes 3-pt jump shot from 25 ft (assist by J. Richardson),,103,104
478,4,4:15.0,,B. Beal misses 3-pt jump shot from 26 ft,103,104
479,4,4:12.0,Defensive rebound by R. McGruder,,103,104
480,4,3:55.0,Miami full timeout,,103,104
481,4,3:54.0,T. Johnson misses 2-pt jump shot from 18 ft,,103,104
482,4,3:49.0,,Defensive rebound by O. Porter,103,104
483,4,3:44.0,,O. Porter misses 2-pt jump shot from 17 ft,103,104
484,4,3:41.0,Defensive rebound by H. Whiteside,,103,104
485,4,3:35.0,J. Richardson makes 3-pt jump shot from 26 ft,,106,104
486,4,3:34.0,,Washington full timeout,106,104
487,4,3:34.0,D. Wade enters the game for T. Johnson,,106,104
488,4,3:24.0,,B. Beal makes 2-pt layup from 1 ft (assist by M. Morris),106,106
489,4,3:24.0,,Shooting foul by J. Richardson (drawn by B. Beal),106,106
490,4,3:24.0,,B. Beal makes free throw 1 of 1,106,107
491,4,3:03.0,G. Dragić misses 3-pt jump shot from 25 ft,,106,107
492,4,2:59.0,,Defensive rebound by M. Morris,106,107
493,4,2:57.0,,Shooting foul by R. McGruder (drawn by J. Wall),106,107
494,4,2:57.0,,J. Wall misses free throw 1 of 2,106,107
495,4,2:57.0,,Offensive rebound by Team,106,107
496,4,2:57.0,,J. Wall makes free throw 2 of 2,106,108
497,4,2:36.0,Shooting foul by J. Wall (drawn by J. Richardson),,106,108
498,4,2:36.0,J. Richardson makes free throw 1 of 2,,107,108
499,4,2:36.0,J. Richardson makes free throw 2 of 2,,108,108
500,4,2:26.0,,B. Beal makes 2-pt layup from 1 ft (assist by J. Wall),108,110
501,4,2:14.0,Personal foul by J. Wall (drawn by J. Richardson),,108,110
502,4,2:14.0,J. Richardson misses free throw 1 of 2,,108,110
503,4,2:14.0,Offensive rebound by Team,,108,110
504,4,2:14.0,J. Richardson makes free throw 2 of 2,,109,110
505,4,2:00.0,,B. Beal misses 2-pt layup from 1 ft,109,110
506,4,1:59.0,Defensive rebound by D. Wade,,109,110
507,4,1:50.0,D. Wade makes 2-pt layup from 1 ft (assist by G. Dragić),,111,110
508,4,1:35.0,,M. Morris misses 3-pt jump shot from 26 ft,111,110
509,4,1:32.0,Defensive rebound by D. Wade,,111,110
510,4,1:10.0,G. Dragić misses 2-pt jump shot from 14 ft (block by J. Wall),,111,110
511,4,1:10.0,Offensive rebound by Team,,111,110
512,4,1:10.0,Turnover by Team (shot clock),,111,110
513,4,0:56.0,,Shooting foul by H. Whiteside (drawn by J. Wall),111,110
514,4,0:56.0,,J. Wall makes free throw 1 of 2,111,111
515,4,0:56.0,,J. Wall makes free throw 2 of 2,111,112
516,4,0:33.0,Miami full timeout,,111,112
517,4,0:30.0,J. Richardson misses 2-pt layup from 1 ft (block by J. Wall),,111,112
518,4,0:30.0,Offensive rebound by Team,,111,112
519,4,0:30.0,Turnover by Team (shot clock),,111,112
520,4,0:10.0,,J. Wall misses 3-pt jump shot from 26 ft,111,112
521,4,0:07.0,Defensive rebound by D. Wade,,111,112
522,4,0:07.0,Miami full timeout,,111,112
523,4,0:07.0,K. Olynyk enters the game for H. Whiteside,,111,112
524,4,0:03.0,D. Wade misses 2-pt jump shot from 22 ft,,111,112
525,4,0:00.0,Offensive rebound by K. Olynyk,,111,112
526,4,0:00.0,K. Olynyk makes 2-pt layup from 3 ft,,113,112
527,4,0:00.0,,Washington full timeout,113,112
528,4,0:00.0,B. Adebayo enters the game for G. Dragić,,113,112
529,4,0:00.0,D. Jones enters the game for R. McGruder,,113,112
530,4,0:00.0,H. Whiteside enters the game for K. Olynyk,,113,112
531,4,0:00.0,,Washington full timeout,113,112
