,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
388,4,11:16.0,,J. Brown misses 2-pt layup from 3 ft,82,108
389,4,11:14.0,Defensive rebound by K. Huerter,,82,108
390,4,11:08.0,T. Young misses 3-pt jump shot from 28 ft,,82,108
391,4,11:06.0,Offensive rebound by D. Dedmon,,82,108
392,4,10:53.0,D. Dedmon misses 2-pt jump shot from 15 ft,,82,108
393,4,10:49.0,,Defensive rebound by T. Rozier,82,108
394,4,10:42.0,,J. Brown misses 3-pt jump shot from 26 ft,82,108
395,4,10:41.0,Defensive rebound by D. Dedmon,,82,108
396,4,10:31.0,K. Huerter misses 3-pt jump shot from 24 ft,,82,108
397,4,10:30.0,,Defensive rebound by T. Rozier,82,108
398,4,10:21.0,,S. Ojeleye misses 3-pt jump shot from 27 ft,82,108
399,4,10:20.0,,Offensive rebound by T. Rozier,82,108
400,4,10:15.0,,J. Brown misses 3-pt jump shot from 27 ft,82,108
401,4,10:14.0,Defensive rebound by D. Bembry,,82,108
402,4,10:03.0,K. Huerter misses 3-pt jump shot from 25 ft,,82,108
403,4,10:02.0,,Defensive rebound by T. Rozier,82,108
404,4,9:53.0,,Turnover by T. Rozier (bad pass; steal by D. Dedmon),82,108
405,4,9:50.0,Shooting foul by T. Rozier (drawn by T. Young),,82,108
406,4,9:50.0,T. Young makes free throw 1 of 2,,83,108
407,4,9:50.0,V. Carter enters the game for J. Collins,,83,108
408,4,9:50.0,A. Len enters the game for D. Dedmon,,83,108
409,4,9:50.0,T. Young makes free throw 2 of 2,,84,108
410,4,9:38.0,,T. Rozier misses 2-pt layup from 5 ft,84,108
411,4,9:37.0,Defensive rebound by A. Len,,84,108
412,4,9:31.0,A. Len misses 2-pt layup from 4 ft (block by J. Brown),,84,108
413,4,9:30.0,Offensive rebound by Team,,84,108
414,4,9:27.0,T. Young misses 3-pt jump shot from 27 ft,,84,108
415,4,9:26.0,,Defensive rebound by D. Theis,84,108
416,4,9:14.0,,D. Theis misses 2-pt jump shot from 17 ft,84,108
417,4,9:13.0,Defensive rebound by D. Bembry,,84,108
418,4,9:07.0,D. Bembry makes 3-pt jump shot from 28 ft,,87,108
419,4,8:51.0,,J. Brown makes 2-pt jump shot from 5 ft,87,110
420,4,8:28.0,V. Carter makes 2-pt dunk at rim (assist by K. Huerter),,89,110
421,4,8:10.0,,D. Theis makes 3-pt jump shot from 27 ft (assist by T. Rozier),89,113
422,4,7:53.0,Turnover by K. Huerter (bad pass; steal by T. Rozier),,89,113
423,4,7:51.0,,Personal foul by K. Huerter (drawn by J. Brown),89,113
424,4,7:51.0,K. Bazemore enters the game for K. Huerter,,89,113
425,4,7:51.0,T. Dorsey enters the game for T. Young,,89,113
426,4,7:51.0,,B. Wanamaker enters the game for M. Smart,89,113
427,4,7:41.0,,D. Theis makes 2-pt layup from 2 ft (assist by T. Rozier),89,115
428,4,7:41.0,Atlanta full timeout,,89,115
429,4,7:20.0,A. Len makes 2-pt layup from 3 ft (assist by K. Bazemore),,91,115
430,4,7:05.0,,T. Rozier makes 3-pt jump shot from 24 ft,91,118
431,4,6:52.0,K. Bazemore misses 2-pt jump shot from 16 ft,,91,118
432,4,6:48.0,,Defensive rebound by J. Brown,91,118
433,4,6:44.0,,Shooting foul by K. Bazemore (drawn by D. Theis),91,118
434,4,6:44.0,,D. Theis makes free throw 1 of 2,91,119
435,4,6:44.0,J. Anderson enters the game for K. Bazemore,,91,119
436,4,6:44.0,D. Hamilton enters the game for D. Bembry,,91,119
437,4,6:44.0,J. Lin enters the game for V. Carter,,91,119
438,4,6:44.0,,D. Theis makes free throw 2 of 2,91,120
439,4,6:28.0,A. Len makes 2-pt dunk from 2 ft (assist by T. Dorsey),,93,120
440,4,6:12.0,,B. Wanamaker misses 2-pt jump shot from 7 ft,93,120
441,4,6:11.0,,Offensive rebound by D. Theis,93,120
442,4,6:11.0,,D. Theis misses 2-pt layup at rim,93,120
443,4,6:09.0,Defensive rebound by A. Len,,93,120
444,4,6:01.0,Personal foul by J. Brown (drawn by D. Hamilton),,93,120
445,4,6:01.0,,R. Williams enters the game for D. Theis,93,120
446,4,5:56.0,J. Lin misses 3-pt jump shot from 25 ft,,93,120
447,4,5:54.0,,Defensive rebound by T. Rozier,93,120
448,4,5:42.0,,J. Brown misses 2-pt jump shot from 17 ft,93,120
449,4,5:41.0,Defensive rebound by D. Hamilton,,93,120
450,4,5:28.0,J. Lin misses 2-pt layup from 3 ft,,93,120
451,4,5:26.0,,Defensive rebound by B. Wanamaker,93,120
452,4,5:22.0,,T. Rozier misses 3-pt jump shot from 27 ft,93,120
453,4,5:21.0,Defensive rebound by T. Dorsey,,93,120
454,4,5:07.0,D. Hamilton misses 2-pt hook shot from 5 ft,,93,120
455,4,5:06.0,,Defensive rebound by R. Williams,93,120
456,4,4:53.0,,S. Ojeleye makes 2-pt jump shot from 8 ft,93,122
457,4,4:43.0,T. Dorsey makes 3-pt jump shot from 26 ft (assist by A. Len),,96,122
458,4,4:27.0,,Turnover by T. Rozier (step out of bounds),96,122
459,4,4:27.0,J. Adams enters the game for J. Lin,,96,122
460,4,4:06.0,Shooting foul by T. Rozier (drawn by T. Dorsey),,96,122
461,4,4:06.0,T. Dorsey misses free throw 1 of 2,,96,122
462,4,4:06.0,Offensive rebound by Team,,96,122
463,4,4:06.0,T. Dorsey makes free throw 2 of 2,,97,122
464,4,3:46.0,,S. Ojeleye misses 2-pt layup from 13 ft (block by J. Anderson),97,122
465,4,3:45.0,,Offensive rebound by Team,97,122
466,4,3:40.0,,T. Rozier misses 2-pt jump shot from 8 ft,97,122
467,4,3:39.0,Defensive rebound by A. Len,,97,122
468,4,3:28.0,A. Len makes 2-pt dunk from 2 ft (assist by D. Hamilton),,99,122
469,4,3:11.0,,Boston full timeout,99,122
470,4,3:11.0,,D. Theis enters the game for J. Brown,99,122
471,4,3:11.0,Violation by Team (kicked ball),,99,122
472,4,3:10.0,,T. Rozier misses 3-pt jump shot from 23 ft,99,122
473,4,3:09.0,Defensive rebound by D. Hamilton,,99,122
474,4,2:55.0,Shooting foul by D. Theis (drawn by A. Len),,99,122
475,4,2:55.0,A. Len makes free throw 1 of 2,,100,122
476,4,2:55.0,A. Len makes free throw 2 of 2,,101,122
477,4,2:36.0,,B. Wanamaker misses 3-pt jump shot from 25 ft,101,122
478,4,2:35.0,Defensive rebound by T. Dorsey,,101,122
479,4,2:27.0,T. Dorsey misses 3-pt jump shot from 26 ft,,101,122
480,4,2:26.0,,Defensive rebound by R. Williams,101,122
481,4,2:12.0,,B. Wanamaker makes 2-pt jump shot from 5 ft,101,124
482,4,2:02.0,Shooting foul by D. Theis (drawn by A. Len),,101,124
483,4,2:02.0,A. Len misses free throw 1 of 2,,101,124
484,4,2:02.0,Offensive rebound by Team,,101,124
485,4,2:02.0,A. Len makes free throw 2 of 2,,102,124
486,4,1:44.0,,D. Theis makes 3-pt jump shot from 27 ft (assist by T. Rozier),102,127
487,4,1:36.0,D. Hamilton makes 3-pt jump shot from 28 ft (assist by J. Adams),,105,127
488,4,1:26.0,,B. Wanamaker misses 2-pt layup from 4 ft,105,127
489,4,1:25.0,Defensive rebound by Team,,105,127
490,4,1:25.0,,Violation by Team (delay of game),105,127
491,4,1:17.0,,Violation by Team (kicked ball),105,127
492,4,1:12.0,Turnover by T. Dorsey (bad pass; steal by T. Rozier),,105,127
493,4,0:59.0,,S. Ojeleye misses 2-pt layup from 5 ft,105,127
494,4,0:58.0,,Offensive rebound by S. Ojeleye,105,127
495,4,0:57.0,,Shooting foul by D. Hamilton (drawn by S. Ojeleye),105,127
496,4,0:57.0,,S. Ojeleye makes free throw 1 of 2,105,128
497,4,0:57.0,,M. Smart enters the game for T. Rozier,105,128
498,4,0:57.0,,S. Ojeleye makes free throw 2 of 2,105,129
499,4,0:44.0,T. Dorsey misses 2-pt jump shot from 21 ft,,105,129
500,4,0:42.0,,Defensive rebound by S. Ojeleye,105,129
501,4,0:18.0,,Turnover by Team (shot clock),105,129
502,4,0:13.0,D. Hamilton misses 2-pt layup from 3 ft (block by D. Theis),,105,129
503,4,0:12.0,Offensive rebound by A. Len,,105,129
504,4,0:11.0,A. Len makes 3-pt jump shot from 23 ft,,108,129
