,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,GOLDEN STATE_ACTION,LA LAKERS_SCORE,GOLDEN STATE_SCORE
380,4,7:46.0,,S. Curry enters the game for A. Iguodala,91,97
381,4,7:46.0,,K. Thompson makes free throw 2 of 2,91,98
382,4,7:32.0,B. Ingram misses 2-pt jump shot from 11 ft,,91,98
383,4,7:31.0,,Defensive rebound by K. Thompson,91,98
384,4,7:19.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),91,101
385,4,7:02.0,Offensive foul by I. Zubac (drawn by S. Livingston),,91,101
386,4,7:02.0,Turnover by I. Zubac (offensive foul),,91,101
387,4,7:02.0,R. Rondo enters the game for L. Stephenson,,91,101
388,4,6:52.0,,K. Thompson misses 3-pt jump shot from 26 ft,91,101
389,4,6:50.0,Defensive rebound by R. Rondo,,91,101
390,4,6:37.0,Shooting foul by D. Cousins (drawn by M. Beasley),,91,101
391,4,6:37.0,M. Beasley makes free throw 1 of 2,,92,101
392,4,6:37.0,,K. Durant enters the game for K. Thompson,92,101
393,4,6:37.0,M. Beasley makes free throw 2 of 2,,93,101
394,4,6:20.0,,S. Curry makes 2-pt layup from 1 ft,93,103
395,4,6:08.0,Personal foul by D. Green (drawn by M. Beasley),,93,103
396,4,6:08.0,K. Kuzma enters the game for M. Beasley,,93,103
397,4,6:08.0,,K. Looney enters the game for D. Cousins,93,103
398,4,5:58.0,B. Ingram makes 2-pt layup from 2 ft,,95,103
399,4,5:42.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Durant),95,106
400,4,5:33.0,Shooting foul by D. Green (drawn by K. Kuzma),,95,106
401,4,5:33.0,K. Kuzma makes free throw 1 of 2,,96,106
402,4,5:33.0,,A. Iguodala enters the game for D. Green,96,106
403,4,5:33.0,K. Kuzma makes free throw 2 of 2,,97,106
404,4,5:21.0,,S. Curry makes 3-pt jump shot from 27 ft,97,109
405,4,5:06.0,Turnover by K. Kuzma (lost ball; steal by K. Looney),,97,109
406,4,5:02.0,,S. Curry misses 3-pt jump shot from 28 ft,97,109
407,4,5:00.0,Defensive rebound by I. Zubac,,97,109
408,4,4:58.0,,Violation by Team (kicked ball),97,109
409,4,4:58.0,L. Stephenson enters the game for I. Zubac,,97,109
410,4,4:58.0,,K. Thompson enters the game for S. Livingston,97,109
411,4,4:48.0,,Violation by Team (kicked ball),97,109
412,4,4:42.0,K. Kuzma misses 2-pt jump shot from 5 ft,,97,109
413,4,4:40.0,,Defensive rebound by S. Curry,97,109
414,4,4:32.0,,K. Durant misses 3-pt jump shot from 27 ft,97,109
415,4,4:30.0,,Offensive rebound by K. Looney,97,109
416,4,4:30.0,,K. Looney misses 2-pt layup at rim,97,109
417,4,4:29.0,,Offensive rebound by Team,97,109
418,4,4:20.0,,S. Curry makes 2-pt layup from 2 ft,97,111
419,4,4:03.0,B. Ingram misses 2-pt jump shot from 20 ft,,97,111
420,4,4:02.0,,Defensive rebound by K. Thompson,97,111
421,4,3:42.0,,S. Curry misses 3-pt jump shot from 37 ft,97,111
422,4,3:40.0,Defensive rebound by K. Kuzma,,97,111
423,4,3:34.0,B. Ingram misses 2-pt jump shot from 7 ft (block by K. Looney),,97,111
424,4,3:33.0,,Defensive rebound by K. Looney,97,111
425,4,3:30.0,,K. Durant makes 2-pt dunk from 1 ft (assist by A. Iguodala),97,113
426,4,3:30.0,LA Lakers full timeout,,97,113
427,4,3:15.0,Turnover by L. Stephenson (bad pass; steal by K. Looney),,97,113
428,4,2:57.0,,S. Curry makes 2-pt layup from 1 ft (assist by A. Iguodala),97,115
429,4,2:57.0,Violation by Team (def goaltending),,97,115
430,4,2:44.0,R. Rondo misses 3-pt jump shot from 24 ft,,97,115
431,4,2:42.0,,Defensive rebound by K. Durant,97,115
432,4,2:23.0,,K. Thompson misses 3-pt jump shot from 30 ft,97,115
433,4,2:21.0,Defensive rebound by R. Rondo,,97,115
434,4,2:15.0,L. Stephenson misses 3-pt jump shot from 24 ft,,97,115
435,4,2:13.0,,Defensive rebound by K. Looney,97,115
436,4,2:08.0,,Golden State full timeout,97,115
437,4,2:08.0,I. Bonga enters the game for K. Caldwell-Pope,,97,115
438,4,2:08.0,S. Mykhailiuk enters the game for B. Ingram,,97,115
439,4,2:08.0,M. Wagner enters the game for K. Kuzma,,97,115
440,4,2:08.0,I. Zubac enters the game for R. Rondo,,97,115
441,4,2:08.0,,J. Bell enters the game for S. Curry,97,115
442,4,2:08.0,,Q. Cook enters the game for K. Durant,97,115
443,4,2:08.0,,M. Derrickson enters the game for A. Iguodala,97,115
444,4,2:08.0,,J. Jerebko enters the game for K. Looney,97,115
445,4,2:08.0,,A. McKinnie enters the game for K. Thompson,97,115
446,4,1:57.0,,A. McKinnie misses 3-pt jump shot from 27 ft,97,115
447,4,1:55.0,,Offensive rebound by M. Derrickson,97,115
448,4,1:49.0,,J. Jerebko misses 3-pt jump shot from 23 ft,97,115
449,4,1:47.0,Defensive rebound by I. Bonga,,97,115
450,4,1:37.0,S. Mykhailiuk makes 2-pt jump shot from 20 ft (assist by L. Stephenson),,99,115
451,4,1:24.0,,J. Bell misses 2-pt jump shot from 18 ft,99,115
452,4,1:23.0,Defensive rebound by I. Zubac,,99,115
453,4,1:12.0,I. Zubac makes 2-pt dunk from 1 ft (assist by I. Bonga),,101,115
454,4,0:58.0,,J. Bell misses 2-pt jump shot from 19 ft,101,115
455,4,0:57.0,Defensive rebound by L. Stephenson,,101,115
456,4,0:39.0,I. Zubac misses 2-pt jump shot from 20 ft,,101,115
457,4,0:37.0,,Defensive rebound by J. Jerebko,101,115
458,4,0:21.0,,Q. Cook misses 2-pt jump shot from 12 ft,101,115
459,4,0:20.0,Defensive rebound by M. Wagner,,101,115
460,4,0:04.0,I. Bonga misses 2-pt jump shot from 9 ft,,101,115
461,4,0:02.0,,Defensive rebound by Q. Cook,101,115
