,QUARTER,TIME_REMAINING,MIAMI_ACTION,DETROIT_ACTION,MIAMI_SCORE,DETROIT_SCORE
386,3,0:41.0,R. McGruder makes 3-pt jump shot from 24 ft (assist by D. Wade),,85,80
387,3,0:33.0,,S. Johnson misses 2-pt layup from 2 ft,85,80
388,3,0:31.0,Defensive rebound by K. Olynyk,,85,80
389,3,0:14.0,K. Olynyk misses 3-pt jump shot from 26 ft,,85,80
390,3,0:11.0,,Defensive rebound by L. Galloway,85,80
391,3,0:03.0,,Turnover by R. Jackson (lost ball; steal by R. McGruder),85,80
392,3,0:01.0,D. Wade makes 2-pt dunk from 2 ft,,87,80
393,3,0:00.0,,R. Jackson misses 3-pt jump shot from 28 ft,87,80
394,3,0:00.0,,Offensive rebound by Team,87,80
395,4,12:00.0,,Technical foul by B. Griffin,87,80
396,4,12:00.0,K. Olynyk makes technical free throw,,88,80
397,4,11:45.0,,Personal foul by D. Wade (drawn by B. Griffin),88,80
398,4,11:31.0,,R. Jackson misses 2-pt jump shot from 20 ft,88,80
399,4,11:27.0,Defensive rebound by T. Johnson,,88,80
400,4,11:14.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by D. Wade),,91,80
401,4,10:53.0,,B. Griffin misses 3-pt jump shot from 25 ft,91,80
402,4,10:49.0,Defensive rebound by D. Jones,,91,80
403,4,10:32.0,D. Wade misses 2-pt layup from 7 ft,,91,80
404,4,10:29.0,,Defensive rebound by J. Calderón,91,80
405,4,10:26.0,,R. Jackson makes 2-pt layup from 2 ft (assist by J. Calderón),91,82
406,4,10:06.0,K. Olynyk misses 2-pt jump shot from 12 ft,,91,82
407,4,10:04.0,,Defensive rebound by B. Griffin,91,82
408,4,9:55.0,,Offensive foul by A. Drummond (drawn by K. Olynyk),91,82
409,4,9:55.0,,Turnover by A. Drummond (offensive foul),91,82
410,4,9:55.0,J. Richardson enters the game for R. McGruder,,91,82
411,4,9:55.0,,G. Robinson enters the game for S. Johnson,91,82
412,4,9:42.0,Offensive foul by K. Olynyk (drawn by J. Calderón),,91,82
413,4,9:42.0,Turnover by K. Olynyk (offensive foul),,91,82
414,4,9:21.0,,Personal foul by D. Jones (drawn by B. Griffin),91,82
415,4,9:07.0,,B. Griffin makes 2-pt jump shot from 18 ft,91,84
416,4,8:55.0,T. Johnson makes 3-pt jump shot from 27 ft (assist by J. Richardson),,94,84
417,4,8:41.0,,Offensive foul by B. Griffin (drawn by K. Olynyk),94,84
418,4,8:41.0,,Turnover by B. Griffin (offensive foul),94,84
419,4,8:41.0,R. McGruder enters the game for D. Wade,,94,84
420,4,8:41.0,,I. Smith enters the game for R. Jackson,94,84
421,4,8:30.0,J. Richardson makes 2-pt jump shot from 9 ft,,96,84
422,4,8:28.0,,Detroit full timeout,96,84
423,4,8:16.0,,Turnover by B. Griffin (bad pass),96,84
424,4,8:03.0,Turnover by J. Richardson (bad pass; steal by A. Drummond),,96,84
425,4,7:40.0,,A. Drummond misses 2-pt hook shot from 7 ft (block by D. Jones),96,84
426,4,7:37.0,Defensive rebound by T. Johnson,,96,84
427,4,7:31.0,T. Johnson misses 3-pt jump shot from 26 ft,,96,84
428,4,7:28.0,,Defensive rebound by A. Drummond,96,84
429,4,7:22.0,,Turnover by B. Griffin (discontinued dribble),96,84
430,4,7:22.0,,L. Galloway enters the game for J. Calderón,96,84
431,4,7:04.0,Turnover by T. Johnson (lost ball; steal by I. Smith),,96,84
432,4,7:00.0,,G. Robinson makes 2-pt jump shot from 21 ft (assist by L. Galloway),96,86
433,4,6:45.0,K. Olynyk misses 3-pt jump shot from 25 ft,,96,86
434,4,6:41.0,,Defensive rebound by B. Griffin,96,86
435,4,6:32.0,,Shooting foul by K. Olynyk (drawn by A. Drummond),96,86
436,4,6:32.0,,A. Drummond makes free throw 1 of 2,96,87
437,4,6:32.0,,A. Drummond misses free throw 2 of 2,96,87
438,4,6:27.0,,Offensive rebound by B. Griffin,96,87
439,4,6:19.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by I. Smith),96,89
440,4,6:18.0,Miami full timeout,,96,89
441,4,6:18.0,J. Winslow enters the game for D. Jones,,96,89
442,4,5:59.0,R. McGruder misses 2-pt hook shot from 11 ft,,96,89
443,4,5:56.0,,Defensive rebound by A. Drummond,96,89
444,4,5:43.0,,Turnover by L. Galloway (bad pass; steal by R. McGruder),96,89
445,4,5:36.0,Personal foul by L. Galloway (drawn by T. Johnson),,96,89
446,4,5:36.0,G. Dragić enters the game for T. Johnson,,96,89
447,4,5:24.0,G. Dragić misses 2-pt layup from 9 ft,,96,89
448,4,5:22.0,,Defensive rebound by A. Drummond,96,89
449,4,5:13.0,,Personal foul by J. Winslow (drawn by G. Robinson),96,89
450,4,5:00.0,,I. Smith makes 2-pt jump shot from 7 ft,96,91
451,4,4:47.0,J. Richardson makes 2-pt jump shot from 17 ft,,98,91
452,4,4:36.0,,I. Smith misses 2-pt jump shot from 9 ft,98,91
453,4,4:34.0,Defensive rebound by J. Richardson,,98,91
454,4,4:28.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by G. Dragić),,101,91
455,4,4:10.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Griffin),101,93
456,4,4:10.0,,Shooting foul by K. Olynyk (drawn by A. Drummond),101,93
457,4,4:10.0,,R. Jackson enters the game for I. Smith,101,93
458,4,4:10.0,,A. Drummond misses free throw 1 of 1,101,93
459,4,4:05.0,Defensive rebound by R. McGruder,,101,93
460,4,3:53.0,J. Richardson misses 2-pt jump shot from 13 ft,,101,93
461,4,3:52.0,,Defensive rebound by B. Griffin,101,93
462,4,3:52.0,,Personal foul by J. Richardson (drawn by G. Robinson),101,93
463,4,3:52.0,,G. Robinson makes free throw 1 of 2,101,94
464,4,3:52.0,B. Adebayo enters the game for K. Olynyk,,101,94
465,4,3:52.0,,G. Robinson makes free throw 2 of 2,101,95
466,4,3:47.0,Miami full timeout,,101,95
467,4,3:32.0,Shooting foul by B. Griffin (drawn by B. Adebayo),,101,95
468,4,3:32.0,B. Adebayo makes free throw 1 of 2,,102,95
469,4,3:32.0,B. Adebayo misses free throw 2 of 2,,102,95
470,4,3:30.0,,Defensive rebound by B. Griffin,102,95
471,4,3:18.0,,B. Griffin makes 2-pt layup from 3 ft (assist by R. Jackson),102,97
472,4,3:11.0,Personal foul by L. Galloway (drawn by G. Dragić),,102,97
473,4,3:11.0,D. Wade enters the game for R. McGruder,,102,97
474,4,2:59.0,D. Wade makes 2-pt layup from 1 ft (assist by J. Richardson),,104,97
475,4,2:59.0,,Violation by Team (def goaltending),104,97
476,4,2:47.0,,R. Jackson misses 2-pt jump shot from 9 ft,104,97
477,4,2:45.0,Defensive rebound by J. Winslow,,104,97
478,4,2:37.0,D. Wade misses 3-pt jump shot from 27 ft,,104,97
479,4,2:34.0,,Defensive rebound by B. Griffin,104,97
480,4,2:25.0,,R. Jackson makes 2-pt jump shot from 10 ft,104,99
481,4,2:08.0,J. Richardson misses 2-pt jump shot from 14 ft,,104,99
482,4,2:05.0,,Defensive rebound by L. Galloway,104,99
483,4,1:53.0,,L. Galloway misses 3-pt jump shot from 23 ft,104,99
484,4,1:52.0,Defensive rebound by J. Winslow,,104,99
485,4,1:31.0,J. Richardson misses 2-pt jump shot from 7 ft,,104,99
486,4,1:31.0,,Defensive rebound by Team,104,99
487,4,1:07.0,,R. Jackson makes 2-pt jump shot from 16 ft,104,101
488,4,0:52.0,G. Dragić misses 3-pt jump shot from 24 ft,,104,101
489,4,0:48.0,Offensive rebound by Team,,104,101
490,4,0:48.0,Personal foul by B. Griffin (drawn by D. Wade),,104,101
491,4,0:48.0,,I. Smith enters the game for B. Griffin,104,101
492,4,0:39.0,J. Richardson misses 2-pt layup from 1 ft,,104,101
493,4,0:39.0,Offensive rebound by Team,,104,101
494,4,0:39.0,Miami full timeout,,104,101
495,4,0:35.0,D. Wade misses 2-pt jump shot from 21 ft,,104,101
496,4,0:30.0,Offensive rebound by B. Adebayo,,104,101
497,4,0:27.0,Personal foul by L. Galloway (drawn by G. Dragić),,104,101
498,4,0:27.0,G. Dragić makes free throw 1 of 2,,105,101
499,4,0:27.0,G. Dragić misses free throw 2 of 2,,105,101
500,4,0:27.0,,Defensive rebound by A. Drummond,105,101
501,4,0:27.0,,Detroit full timeout,105,101
502,4,0:27.0,R. McGruder enters the game for G. Dragić,,105,101
503,4,0:21.0,,L. Galloway misses 2-pt layup from 5 ft,105,101
504,4,0:20.0,,Offensive rebound by A. Drummond,105,101
505,4,0:20.0,,A. Drummond makes 2-pt layup at rim,105,103
506,4,0:19.0,Personal foul by R. Jackson (drawn by D. Wade),,105,103
507,4,0:19.0,D. Wade misses free throw 1 of 2,,105,103
508,4,0:19.0,Offensive rebound by Team,,105,103
509,4,0:19.0,,Z. Pachulia enters the game for G. Robinson,105,103
510,4,0:19.0,D. Wade misses free throw 2 of 2,,105,103
511,4,0:18.0,,Defensive rebound by A. Drummond,105,103
512,4,0:18.0,,Detroit full timeout,105,103
513,4,0:18.0,,G. Robinson enters the game for Z. Pachulia,105,103
514,4,0:00.0,,R. Jackson misses 2-pt layup from 5 ft,105,103
515,4,0:00.0,,Offensive rebound by A. Drummond,105,103
516,4,0:00.0,,A. Drummond makes 2-pt layup at rim,105,105
517,4,0:00.0,Miami full timeout,,105,105
518,1OT,4:46.0,,I. Smith misses 2-pt layup from 2 ft,105,105
519,1OT,4:45.0,Defensive rebound by G. Dragić,,105,105
520,1OT,4:39.0,D. Wade makes 2-pt jump shot from 21 ft,,107,105
521,1OT,4:21.0,,G. Robinson makes 2-pt jump shot from 10 ft (assist by R. Jackson),107,107
522,1OT,3:58.0,J. Winslow misses 2-pt jump shot from 12 ft,,107,107
523,1OT,3:53.0,,Defensive rebound by L. Galloway,107,107
524,1OT,3:43.0,,R. Jackson makes 2-pt jump shot from 11 ft,107,109
525,1OT,3:20.0,G. Dragić misses 2-pt layup from 5 ft,,107,109
526,1OT,3:16.0,Offensive rebound by B. Adebayo,,107,109
527,1OT,3:16.0,B. Adebayo makes 2-pt layup from 1 ft,,109,109
528,1OT,3:04.0,,R. Jackson misses 3-pt jump shot from 23 ft,109,109
529,1OT,3:00.0,Defensive rebound by B. Adebayo,,109,109
530,1OT,2:46.0,J. Winslow misses 2-pt jump shot from 11 ft,,109,109
531,1OT,2:43.0,,Defensive rebound by L. Galloway,109,109
532,1OT,2:39.0,,Shooting foul by D. Wade (drawn by A. Drummond),109,109
533,1OT,2:39.0,,A. Drummond misses free throw 1 of 2,109,109
534,1OT,2:39.0,,Offensive rebound by Team,109,109
535,1OT,2:39.0,,A. Drummond makes free throw 2 of 2,109,110
536,1OT,2:26.0,J. Richardson makes 2-pt layup from 2 ft,,111,110
537,1OT,2:02.0,,G. Robinson misses 2-pt jump shot from 12 ft,111,110
538,1OT,2:00.0,,Offensive rebound by A. Drummond,111,110
539,1OT,1:59.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by A. Drummond),111,113
540,1OT,1:43.0,J. Richardson makes 2-pt jump shot from 15 ft,,113,113
541,1OT,1:27.0,,R. Jackson makes 2-pt jump shot from 8 ft,113,115
542,1OT,1:06.0,J. Richardson makes 3-pt jump shot from 27 ft (assist by G. Dragić),,116,115
543,1OT,1:05.0,,Detroit full timeout,116,115
544,1OT,1:05.0,R. McGruder enters the game for G. Dragić,,116,115
545,1OT,0:50.0,,L. Galloway misses 3-pt jump shot from 23 ft (block by D. Wade),116,115
546,1OT,0:46.0,,Offensive rebound by L. Galloway,116,115
547,1OT,0:45.0,,Turnover by L. Galloway (lost ball; steal by J. Winslow),116,115
548,1OT,0:39.0,J. Richardson misses 2-pt layup from 2 ft,,116,115
549,1OT,0:38.0,Offensive rebound by D. Wade,,116,115
550,1OT,0:35.0,J. Winslow misses 2-pt layup from 5 ft (block by G. Robinson),,116,115
551,1OT,0:35.0,Offensive rebound by Team,,116,115
552,1OT,0:35.0,G. Dragić enters the game for R. McGruder,,116,115
553,1OT,0:21.0,J. Richardson misses 3-pt jump shot from 26 ft,,116,115
554,1OT,0:17.0,,Defensive rebound by G. Robinson,116,115
555,1OT,0:08.0,,G. Robinson misses 3-pt jump shot from 23 ft,116,115
556,1OT,0:03.0,Defensive rebound by J. Richardson,,116,115
557,1OT,0:02.0,,Clear path foul by B. Adebayo,116,115
558,1OT,0:02.0,B. Adebayo makes clear path free throw 1 of 2,,117,115
559,1OT,0:02.0,B. Adebayo makes clear path free throw 2 of 2,,118,115
560,1OT,0:02.0,T. Johnson enters the game for B. Adebayo,,118,115
561,1OT,0:01.0,Personal foul by R. Jackson (drawn by J. Richardson),,118,115
562,1OT,0:01.0,J. Richardson makes free throw 1 of 2,,119,115
563,1OT,0:01.0,,Z. Pachulia enters the game for I. Smith,119,115
564,1OT,0:01.0,J. Richardson makes free throw 2 of 2,,120,115
565,1OT,0:01.0,,Detroit full timeout,120,115
