,QUARTER,TIME_REMAINING,HOUSTON_ACTION,OKLAHOMA CITY_ACTION,HOUSTON_SCORE,OKLAHOMA CITY_SCORE
394,4,10:32.0,T. Jones misses 3-pt jump shot from 24 ft,,86,94
395,4,10:32.0,,Defensive rebound by Team,86,94
396,4,10:09.0,,Shooting foul by C. Capela (drawn by E. Freedom),86,94
397,4,10:09.0,,E. Freedom makes free throw 1 of 2,86,95
398,4,10:09.0,,E. Freedom makes free throw 2 of 2,86,96
399,4,9:54.0,C. Brewer misses 3-pt jump shot from 23 ft,,86,96
400,4,9:53.0,Offensive rebound by M. Thornton,,86,96
401,4,9:47.0,C. Brewer makes 2-pt layup from 1 ft (assist by M. Thornton),,88,96
402,4,9:33.0,,S. Ibaka misses 2-pt jump shot from 18 ft,88,96
403,4,9:33.0,Defensive rebound by C. Brewer,,88,96
404,4,9:28.0,Shooting foul by S. Ibaka (drawn by C. Brewer),,88,96
405,4,9:28.0,C. Brewer makes free throw 1 of 2,,89,96
406,4,9:28.0,J. Harden enters the game for M. Thornton,,89,96
407,4,9:28.0,T. Ariza enters the game for T. Jones,,89,96
408,4,9:28.0,C. Brewer makes free throw 2 of 2,,90,96
409,4,9:16.0,,Offensive foul by S. Ibaka (drawn by C. Brewer),90,96
410,4,9:16.0,,Turnover by S. Ibaka (offensive foul),90,96
411,4,9:12.0,J. Harden misses 3-pt jump shot from 26 ft,,90,96
412,4,9:11.0,,Defensive rebound by D. Augustin,90,96
413,4,9:11.0,,Oklahoma City full timeout,90,96
414,4,8:49.0,,E. Freedom misses 2-pt layup from 2 ft (block by J. Harden),90,96
415,4,8:48.0,Defensive rebound by J. Harden,,90,96
416,4,8:44.0,C. Brewer misses 2-pt layup from 1 ft,,90,96
417,4,8:43.0,,Defensive rebound by A. Morrow,90,96
418,4,8:34.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Augustin),90,98
419,4,8:19.0,T. Ariza misses 3-pt jump shot from 23 ft,,90,98
420,4,8:18.0,,Defensive rebound by K. Singler,90,98
421,4,8:07.0,,A. Morrow misses 3-pt jump shot from 22 ft,90,98
422,4,8:06.0,Defensive rebound by T. Ariza,,90,98
423,4,7:47.0,T. Lawson misses 2-pt jump shot from 14 ft,,90,98
424,4,7:46.0,,Defensive rebound by D. Augustin,90,98
425,4,7:41.0,,Personal foul by T. Lawson (drawn by D. Augustin),90,98
426,4,7:41.0,,K. Durant enters the game for S. Ibaka,90,98
427,4,7:41.0,,R. Westbrook enters the game for D. Augustin,90,98
428,4,7:41.0,P. Beverley enters the game for T. Lawson,,90,98
429,4,7:35.0,Offensive charge foul by E. Freedom (drawn by C. Brewer),,90,98
430,4,7:35.0,,Turnover by E. Freedom (offensive foul),90,98
431,4,7:15.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,92,98
432,4,7:01.0,,Personal foul by C. Brewer (drawn by K. Durant),92,98
433,4,6:50.0,,R. Westbrook misses 2-pt layup from 1 ft (block by P. Beverley),92,98
434,4,6:50.0,Defensive rebound by Team,,92,98
435,4,6:37.0,C. Capela misses 2-pt layup from 2 ft (block by E. Freedom),,92,98
436,4,6:37.0,Offensive rebound by Team,,92,98
437,4,6:37.0,T. Lawson enters the game for P. Beverley,,92,98
438,4,6:24.0,J. Harden misses 2-pt jump shot from 15 ft,,92,98
439,4,6:23.0,,Defensive rebound by R. Westbrook,92,98
440,4,6:17.0,,K. Singler makes 2-pt layup from 1 ft (assist by R. Westbrook),92,100
441,4,6:17.0,,Shooting foul by C. Capela (drawn by K. Singler),92,100
442,4,6:17.0,M. Thornton enters the game for T. Lawson,,92,100
443,4,6:17.0,,K. Singler makes free throw 1 of 1,92,101
444,4,6:04.0,Shooting foul by K. Singler (drawn by J. Harden),,92,101
445,4,6:04.0,J. Harden makes 2-pt layup from 2 ft,,94,101
446,4,6:04.0,,D. Waiters enters the game for A. Morrow,94,101
447,4,6:04.0,J. Harden makes free throw 1 of 1,,95,101
448,4,5:56.0,,Turnover by K. Durant (lost ball; steal by T. Ariza),95,101
449,4,5:50.0,M. Thornton misses 3-pt jump shot from 24 ft,,95,101
450,4,5:50.0,,Defensive rebound by K. Singler,95,101
451,4,5:27.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by R. Westbrook),95,103
452,4,5:13.0,Houston full timeout,,95,103
453,4,5:07.0,C. Capela makes 2-pt layup from 1 ft (assist by J. Harden),,97,103
454,4,5:07.0,Shooting foul by R. Westbrook (drawn by C. Capela),,97,103
455,4,5:07.0,P. Beverley enters the game for M. Thornton,,97,103
456,4,5:07.0,C. Capela makes free throw 1 of 1,,98,103
457,4,4:57.0,,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),98,105
458,4,4:38.0,Personal foul by D. Waiters (drawn by C. Brewer),,98,105
459,4,4:32.0,J. Harden misses 3-pt jump shot from 23 ft,,98,105
460,4,4:32.0,,Defensive rebound by E. Freedom,98,105
461,4,4:23.0,,R. Westbrook misses 2-pt layup from 2 ft,98,105
462,4,4:22.0,,Offensive rebound by K. Singler,98,105
463,4,4:22.0,,K. Singler misses 2-pt layup at rim,98,105
464,4,4:21.0,,Offensive rebound by E. Freedom,98,105
465,4,4:21.0,,E. Freedom makes 2-pt layup from 1 ft,98,107
466,4,4:05.0,P. Beverley misses 3-pt jump shot from 22 ft,,98,107
467,4,4:05.0,,Defensive rebound by Team,98,107
468,4,4:05.0,Loose ball foul by C. Capela (drawn by E. Freedom),,98,107
469,4,4:05.0,,E. Freedom makes free throw 1 of 2,98,108
470,4,4:05.0,,E. Freedom makes free throw 2 of 2,98,109
471,4,3:39.0,P. Beverley misses 2-pt jump shot from 21 ft,,98,109
472,4,3:39.0,Offensive rebound by Team,,98,109
473,4,3:39.0,Turnover by Team (shot clock),,98,109
474,4,3:26.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),98,112
475,4,3:25.0,Houston full timeout,,98,112
476,4,3:12.0,T. Ariza misses 3-pt jump shot from 23 ft,,98,112
477,4,3:12.0,,Defensive rebound by K. Durant,98,112
478,4,2:59.0,,R. Westbrook misses 2-pt jump shot from 11 ft,98,112
479,4,2:59.0,Defensive rebound by Team,,98,112
480,4,2:40.0,P. Beverley makes 3-pt jump shot from 22 ft (assist by T. Ariza),,101,112
481,4,2:22.0,,K. Singler misses 3-pt jump shot from 23 ft,101,112
482,4,2:21.0,Defensive rebound by C. Capela,,101,112
483,4,2:03.0,P. Beverley misses 2-pt layup from 1 ft,,101,112
484,4,2:02.0,,Defensive rebound by K. Singler,101,112
485,4,1:51.0,,E. Freedom misses 2-pt jump shot from 6 ft,101,112
486,4,1:50.0,Defensive rebound by Team,,101,112
487,4,1:46.0,Shooting foul by E. Freedom (drawn by C. Capela),,101,112
488,4,1:46.0,C. Capela makes free throw 1 of 2,,102,112
489,4,1:46.0,C. Capela misses free throw 2 of 2,,102,112
490,4,1:46.0,,Defensive rebound by K. Durant,102,112
491,4,1:46.0,,Oklahoma City full timeout,102,112
492,4,1:42.0,,Turnover by R. Westbrook (bad pass; steal by P. Beverley),102,112
493,4,1:40.0,C. Brewer makes 2-pt dunk at rim (assist by P. Beverley),,104,112
494,4,1:36.0,,Personal foul by C. Capela (drawn by R. Westbrook),104,112
495,4,1:36.0,,R. Westbrook misses free throw 1 of 2,104,112
496,4,1:36.0,,Offensive rebound by Team,104,112
497,4,1:36.0,,R. Westbrook misses free throw 2 of 2,104,112
498,4,1:35.0,Defensive rebound by J. Harden,,104,112
499,4,1:27.0,T. Ariza misses 3-pt jump shot from 24 ft,,104,112
500,4,1:26.0,Offensive rebound by P. Beverley,,104,112
501,4,1:20.0,Shooting foul by E. Freedom (drawn by J. Harden),,104,112
502,4,1:20.0,J. Harden makes free throw 1 of 2,,105,112
503,4,1:20.0,J. Harden makes free throw 2 of 2,,106,112
504,4,1:08.0,,Turnover by R. Westbrook (lost ball; steal by P. Beverley),106,112
505,4,1:03.0,C. Brewer misses 3-pt jump shot from 24 ft,,106,112
506,4,1:03.0,,Defensive rebound by K. Durant,106,112
507,4,0:57.0,,E. Freedom misses 2-pt layup from 1 ft (block by C. Brewer),106,112
508,4,0:56.0,,Offensive rebound by D. Waiters,106,112
509,4,0:56.0,,D. Waiters makes 2-pt layup at rim,106,114
510,4,0:50.0,Shooting foul by K. Durant (drawn by J. Harden),,106,114
511,4,0:50.0,J. Harden makes free throw 1 of 3,,107,114
512,4,0:50.0,J. Harden misses free throw 2 of 3,,107,114
513,4,0:50.0,Offensive rebound by Team,,107,114
514,4,0:50.0,J. Harden makes free throw 3 of 3,,108,114
515,4,0:47.0,,Oklahoma City full timeout,108,114
516,4,0:47.0,,D. Augustin enters the game for K. Singler,108,114
517,4,0:41.0,,E. Freedom makes 2-pt layup at rim (assist by R. Westbrook),108,116
518,4,0:18.0,J. Harden misses 2-pt jump shot from 13 ft,,108,116
519,4,0:18.0,,Defensive rebound by E. Freedom,108,116
